transaction_id,customer_id,transaction_date,total_amount,quantity,num_products,promotion_used
T13850,625,2023-03-04,189.92,2,2,0
T13832,625,2023-03-05,176.64,6,5,1
T13852,625,2023-03-17,1050.8,2,3,1
T13855,625,2023-03-22,403.8,2,5,0
T13849,625,2023-03-28,908.95,3,4,1
T13842,625,2023-03-29,861.18,2,4,0
T13856,625,2023-03-29,2443.28,6,5,1
T13851,625,2023-04-10,180.67,5,3,0
T13853,625,2023-04-11,5040.43,2,2,0
T13848,625,2023-04-18,731.1,4,5,1
T13854,625,2023-05-05,121.44,3,5,0
T13839,625,2023-05-08,747.34,4,1,0
T13844,625,2023-05-25,210.89,3,5,0
T13837,625,2023-06-19,3955.42,2,1,1
T13845,625,2023-06-29,666.74,6,1,0
T13861,626,2023-01-22,444.72,1,5,1
T13860,626,2023-03-26,629.64,4,4,0
T13858,626,2023-05-15,2503.86,6,1,1
T13859,626,2023-05-20,891.53,2,4,0
T13857,626,2023-06-07,90.02,6,3,0
T13873,627,2023-01-06,1236.62,2,5,0
T13870,627,2023-02-02,739.57,5,3,0
T13869,627,2023-02-05,1154.94,1,4,0
T13876,627,2023-02-07,82.73,1,3,1
T13868,627,2023-03-07,356.66,2,3,0
T13871,627,2023-03-09,1830.35,5,4,0
T13875,627,2023-03-22,617.3,1,2,1
T13867,627,2023-04-05,1923.84,2,5,1
T13863,627,2023-04-06,438.0,5,1,1
T13865,627,2023-04-06,1543.94,3,3,0
T13864,627,2023-04-28,2593.33,5,5,0
T13862,627,2023-04-30,423.08,3,1,0
T13877,627,2023-05-06,870.93,5,1,0
T13866,627,2023-05-22,1329.39,3,5,1
T13872,627,2023-05-26,443.98,5,1,0
T13874,627,2023-06-14,2566.65,4,2,1
T13880,628,2023-01-16,3619.93,2,3,0
T13884,628,2023-01-22,131.11,3,2,1
T13882,628,2023-01-29,753.26,2,1,1
T13887,628,2023-02-04,1330.19,4,4,0
T13881,628,2023-02-26,797.72,1,1,0
T13878,628,2023-03-16,509.53,3,4,0
T13879,628,2023-04-06,1338.51,2,1,0
T13886,628,2023-04-06,3015.66,3,5,0
T13883,628,2023-04-19,1275.61,3,3,0
T13885,628,2023-06-14,350.84,4,5,0
T13888,628,2023-06-19,50.0,2,4,0
T13903,629,2023-01-03,1156.68,6,3,0
T13894,629,2023-01-04,3208.88,4,4,1
T13912,629,2023-01-18,179.87,1,1,1
T13893,629,2023-01-20,414.67,1,2,1
T13902,629,2023-01-25,2016.01,1,2,1
T13899,629,2023-01-29,3959.93,1,5,1
T13911,629,2023-01-30,2266.48,1,5,1
T13904,629,2023-02-02,2185.3,6,3,0
T13896,629,2023-02-12,1431.0,6,4,1
T13897,629,2023-02-18,1089.81,2,5,1
T13907,629,2023-02-24,3058.88,1,4,0
T13905,629,2023-03-02,870.15,6,2,0
T13909,629,2023-03-20,2326.62,6,3,1
T13908,629,2023-04-21,50.0,4,5,1
T13900,629,2023-05-08,157.33,3,1,1
T13898,629,2023-05-10,157.14,1,1,1
T13906,629,2023-05-22,567.84,1,3,0
T13889,629,2023-05-25,274.73,4,4,1
T13910,629,2023-05-30,314.91,4,1,1
T13890,629,2023-06-06,1378.01,5,5,1
T13895,629,2023-06-08,966.09,5,4,1
T13901,629,2023-06-12,353.06,2,2,0
T13892,629,2023-06-21,2198.05,5,4,1
T13891,629,2023-06-28,1734.74,2,3,1
T13916,630,2023-01-03,1647.19,2,4,1
T13922,630,2023-01-07,58.79,5,1,1
T13926,630,2023-01-16,245.4,2,4,1
T13924,630,2023-01-18,185.46,4,5,1
T13915,630,2023-01-31,769.9,3,3,1
T13932,630,2023-01-31,2695.76,5,5,0
T13917,630,2023-02-03,1959.69,2,4,0
T13947,630,2023-02-23,97.59,1,1,0
T13938,630,2023-03-02,1729.57,6,2,0
T13928,630,2023-03-12,50.0,3,2,1
T13942,630,2023-03-12,392.27,6,3,1
T13941,630,2023-03-14,196.06,1,2,1
T13935,630,2023-03-17,1149.45,4,4,1
T13918,630,2023-03-19,1600.42,3,5,1
T13940,630,2023-03-23,2373.41,4,4,1
T13937,630,2023-04-06,1363.84,6,2,1
T13919,630,2023-04-07,3113.61,6,5,0
T13933,630,2023-04-15,87.34,1,5,0
T13930,630,2023-04-20,1074.17,1,3,1
T13920,630,2023-04-25,710.52,1,3,1
T13945,630,2023-05-02,327.32,4,1,1
T13948,630,2023-05-05,669.11,2,1,1
T13934,630,2023-05-06,4713.91,6,4,0
T13927,630,2023-05-11,50.0,5,3,0
T13931,630,2023-05-18,531.96,4,4,0
T13913,630,2023-05-20,1041.63,4,2,0
T13914,630,2023-05-30,2628.26,1,2,1
T13936,630,2023-05-31,243.22,4,4,1
T13929,630,2023-06-05,2137.48,2,4,1
T13925,630,2023-06-11,979.6,3,3,0
T13946,630,2023-06-11,2995.89,6,3,1
T13939,630,2023-06-13,673.16,5,5,0
T13944,630,2023-06-13,284.2,1,4,0
T13921,630,2023-06-15,228.12,5,4,1
T13923,630,2023-06-15,339.57,6,4,0
T13943,630,2023-06-19,117.79,4,5,1
T13953,631,2023-01-14,4239.93,3,3,1
T13955,631,2023-01-27,3962.8,4,4,1
T13949,631,2023-02-08,912.17,4,2,1
T13958,631,2023-02-09,616.84,6,3,0
T13957,631,2023-03-24,99.75,2,4,1
T13952,631,2023-04-08,1679.93,4,2,1
T13959,631,2023-04-23,1248.18,3,2,0
T13951,631,2023-05-28,7287.84,6,5,1
T13950,631,2023-05-31,2747.52,2,1,0
T13956,631,2023-06-12,1474.21,5,3,1
T13954,631,2023-06-15,1856.33,6,2,1
T13960,632,2023-01-07,518.27,2,2,0
T13968,632,2023-01-09,3203.37,1,5,0
T13966,632,2023-01-13,1539.3,5,4,1
T13964,632,2023-02-10,50.0,6,1,0
T13969,632,2023-02-11,1723.75,1,5,1
T13971,632,2023-02-15,274.19,1,3,0
T13967,632,2023-03-01,3987.53,4,2,1
T13961,632,2023-03-12,383.23,1,1,1
T13965,632,2023-03-13,1759.61,5,4,1
T13962,632,2023-03-16,1033.59,5,4,0
T13970,632,2023-04-10,881.79,6,5,0
T13973,632,2023-04-12,1739.6,5,4,0
T13972,632,2023-04-19,945.57,6,3,0
T13963,632,2023-04-28,3252.7,2,4,1
T13994,633,2023-01-09,537.88,1,4,1
T13998,633,2023-01-09,826.84,6,3,0
T13988,633,2023-01-12,400.63,3,2,0
T13980,633,2023-01-15,268.1,4,2,0
T13977,633,2023-01-19,1098.61,1,1,0
T13986,633,2023-01-21,571.88,3,2,1
T13997,633,2023-01-31,2967.92,1,1,0
T13990,633,2023-02-13,130.18,2,2,1
T13987,633,2023-02-15,50.0,2,1,1
T13981,633,2023-02-17,144.19,1,3,0
T13996,633,2023-02-24,662.68,5,5,0
T13991,633,2023-03-06,96.78,5,5,1
T13976,633,2023-04-12,260.69,3,5,1
T13993,633,2023-05-05,251.9,3,2,1
T13979,633,2023-05-06,50.0,4,1,1
T13992,633,2023-05-10,1079.5,5,2,1
T13985,633,2023-05-14,3860.75,4,3,0
T13974,633,2023-05-19,2712.23,5,3,1
T13984,633,2023-05-28,402.06,4,1,1
T13983,633,2023-06-04,358.91,4,4,0
T13975,633,2023-06-21,1871.13,3,2,0
T13978,633,2023-06-23,484.47,2,1,1
T13989,633,2023-06-25,152.45,1,4,1
T13999,633,2023-06-25,610.67,5,2,0
T13995,633,2023-06-26,2376.76,6,4,1
T13982,633,2023-06-28,2219.67,4,3,0
T14018,634,2023-01-09,50.0,2,5,1
T14002,634,2023-01-12,112.49,3,3,0
T14014,634,2023-01-13,1776.87,2,5,1
T14010,634,2023-01-15,4795.18,2,1,1
T14034,634,2023-01-19,336.94,5,4,1
T14024,634,2023-01-23,293.18,1,5,0
T14007,634,2023-01-27,589.95,4,3,1
T14032,634,2023-02-07,2023.56,2,5,0
T14037,634,2023-02-10,409.01,6,3,1
T14026,634,2023-02-15,513.43,2,4,1
T14029,634,2023-02-16,79.85,3,5,0
T14020,634,2023-02-22,193.98,3,4,0
T14001,634,2023-02-23,91.19,4,4,1
T14000,634,2023-02-26,1665.42,3,2,0
T14021,634,2023-03-02,2054.02,4,2,1
T14004,634,2023-03-09,800.84,3,5,1
T14017,634,2023-03-09,3464.6,2,4,1
T14006,634,2023-03-13,2976.2,1,2,1
T14016,634,2023-03-17,280.96,1,5,0
T14033,634,2023-03-31,2629.02,2,5,1
T14003,634,2023-04-12,1266.57,6,2,0
T14022,634,2023-04-12,387.43,6,3,1
T14023,634,2023-04-12,518.24,1,3,1
T14025,634,2023-04-14,1056.86,3,4,0
T14031,634,2023-04-14,651.59,5,3,0
T14036,634,2023-04-14,1755.11,3,4,0
T14019,634,2023-04-28,4036.29,1,3,0
T14013,634,2023-05-02,352.18,6,4,0
T14035,634,2023-05-03,1025.02,4,1,1
T14028,634,2023-05-06,50.0,5,3,0
T14005,634,2023-05-21,1875.15,3,4,0
T14009,634,2023-05-30,833.45,2,2,1
T14027,634,2023-06-04,1285.41,1,1,0
T14012,634,2023-06-06,2912.93,6,1,1
T14008,634,2023-06-11,1088.83,3,2,1
T14015,634,2023-06-19,370.23,6,3,1
T14011,634,2023-06-21,2134.03,4,1,1
T14030,634,2023-06-24,125.98,4,2,0
T14039,635,2023-01-04,890.74,4,5,0
T14048,635,2023-01-07,255.39,1,2,0
T14064,635,2023-01-20,770.24,6,5,0
T14069,635,2023-02-02,1923.58,2,4,1
T14061,635,2023-02-06,1766.17,3,1,1
T14068,635,2023-02-07,470.85,3,3,1
T14062,635,2023-02-14,4055.92,5,1,1
T14072,635,2023-02-15,237.92,2,2,0
T14067,635,2023-03-01,3993.95,4,2,1
T14040,635,2023-03-02,173.86,6,3,0
T14060,635,2023-03-05,5014.75,4,5,0
T14066,635,2023-03-09,2547.23,1,5,0
T14055,635,2023-03-15,303.55,4,2,1
T14073,635,2023-03-22,512.14,3,2,0
T14074,635,2023-03-23,3214.63,1,1,1
T14043,635,2023-04-01,1182.94,6,5,0
T14045,635,2023-04-08,252.42,6,5,0
T14044,635,2023-04-10,91.76,4,5,1
T14047,635,2023-04-17,97.28,3,2,0
T14053,635,2023-04-26,1340.07,1,3,0
T14051,635,2023-05-01,1271.61,1,5,0
T14049,635,2023-05-05,2906.59,3,1,0
T14071,635,2023-05-06,946.47,2,2,1
T14059,635,2023-05-08,625.08,4,2,0
T14042,635,2023-05-11,198.99,2,4,0
T14041,635,2023-05-12,50.0,2,2,1
T14038,635,2023-05-14,631.14,2,4,1
T14046,635,2023-05-19,494.72,1,4,1
T14052,635,2023-05-24,582.21,1,2,0
T14056,635,2023-05-26,2254.42,2,5,0
T14058,635,2023-05-27,2074.79,3,3,0
T14065,635,2023-05-31,1690.02,5,1,0
T14070,635,2023-06-04,283.85,3,2,1
T14063,635,2023-06-06,866.66,5,1,1
T14075,635,2023-06-08,189.52,5,2,0
T14057,635,2023-06-11,812.59,2,4,1
T14054,635,2023-06-24,1066.09,1,2,1
T14050,635,2023-06-27,50.0,4,1,1
T14082,636,2023-01-02,1935.07,6,3,1
T14085,636,2023-01-17,248.3,6,1,0
T14091,636,2023-01-17,3764.77,4,4,1
T14104,636,2023-01-26,433.99,2,3,0
T14108,636,2023-01-27,344.18,4,3,0
T14087,636,2023-02-09,1652.87,2,5,0
T14101,636,2023-02-09,1442.29,4,2,0
T14106,636,2023-02-19,422.38,5,1,0
T14095,636,2023-02-20,1423.39,4,3,1
T14099,636,2023-02-20,1401.04,6,3,0
T14081,636,2023-02-21,248.69,5,4,1
T14086,636,2023-02-24,728.22,2,1,1
T14107,636,2023-03-01,992.76,3,4,0
T14076,636,2023-03-06,1200.91,3,1,0
T14103,636,2023-03-11,411.68,2,2,0
T14100,636,2023-03-17,2704.93,5,1,1
T14083,636,2023-03-24,4297.39,2,5,1
T14084,636,2023-04-12,290.12,6,3,1
T14089,636,2023-04-13,50.0,3,3,0
T14094,636,2023-04-14,4164.72,1,2,0
T14090,636,2023-04-16,935.02,2,4,1
T14098,636,2023-04-26,4408.04,6,1,1
T14102,636,2023-05-08,1594.16,4,4,1
T14079,636,2023-05-20,473.39,4,2,1
T14096,636,2023-05-27,1524.02,6,5,1
T14088,636,2023-05-30,396.88,6,1,1
T14080,636,2023-06-01,993.34,3,1,0
T14093,636,2023-06-02,653.95,4,4,1
T14105,636,2023-06-15,1833.34,1,5,1
T14092,636,2023-06-16,595.67,3,3,0
T14097,636,2023-06-25,992.57,1,3,0
T14078,636,2023-06-29,154.41,1,4,0
T14077,636,2023-06-30,1078.6,6,4,1
T14111,637,2023-01-04,2122.45,5,2,0
T14114,637,2023-01-23,937.16,2,3,1
T14112,637,2023-02-13,1107.77,4,1,0
T14115,637,2023-02-21,398.38,6,3,0
T14113,637,2023-03-18,248.3,3,2,1
T14110,637,2023-05-19,140.52,2,5,1
T14109,637,2023-06-19,2037.81,2,5,1
T14118,638,2023-03-08,78.5,4,1,1
T14119,638,2023-03-08,5119.16,2,2,0
T14120,638,2023-03-24,50.0,3,1,1
T14124,638,2023-03-29,528.53,5,1,0
T14117,638,2023-04-08,519.76,2,2,1
T14123,638,2023-04-12,1246.18,5,2,1
T14121,638,2023-04-16,1303.42,5,5,0
T14122,638,2023-06-26,556.78,6,2,0
T14116,638,2023-06-28,468.93,4,1,0
T14156,639,2023-01-13,2144.05,2,5,1
T14147,639,2023-01-17,1294.58,5,1,1
T14141,639,2023-01-20,515.88,2,1,1
T14160,639,2023-01-23,50.0,3,2,1
T14154,639,2023-01-27,222.9,4,1,1
T14130,639,2023-01-28,394.18,3,3,0
T14157,639,2023-02-02,2550.15,4,4,1
T14144,639,2023-02-05,760.15,5,4,1
T14145,639,2023-02-06,859.27,1,3,0
T14132,639,2023-02-25,643.02,5,4,0
T14133,639,2023-02-27,682.03,4,4,1
T14136,639,2023-03-03,443.27,2,4,0
T14152,639,2023-03-05,2475.09,1,4,1
T14158,639,2023-03-14,1120.22,3,4,1
T14129,639,2023-03-17,1283.66,5,5,0
T14125,639,2023-03-19,1344.11,3,4,0
T14153,639,2023-03-25,632.14,1,3,1
T14134,639,2023-04-09,755.47,1,4,0
T14140,639,2023-04-17,1006.71,5,3,0
T14131,639,2023-04-18,50.0,3,1,0
T14128,639,2023-04-20,145.19,6,2,1
T14135,639,2023-04-20,1464.22,1,3,1
T14148,639,2023-04-24,409.23,5,4,1
T14138,639,2023-05-01,74.96,1,2,1
T14137,639,2023-05-04,454.5,6,2,1
T14150,639,2023-05-06,204.43,3,1,0
T14142,639,2023-05-16,1465.7,5,3,0
T14146,639,2023-05-22,1213.87,4,2,0
T14127,639,2023-05-25,1407.56,6,5,0
T14159,639,2023-05-31,2365.6,6,1,1
T14151,639,2023-06-05,1223.95,2,3,1
T14161,639,2023-06-18,136.12,1,5,1
T14143,639,2023-06-19,924.96,6,4,1
T14126,639,2023-06-22,1567.81,5,4,0
T14149,639,2023-06-26,182.03,5,4,1
T14139,639,2023-06-29,1393.18,3,4,0
T14155,639,2023-06-30,1695.67,2,5,1
T14185,640,2023-01-22,990.36,3,5,0
T14174,640,2023-01-25,2033.98,1,4,0
T14165,640,2023-01-30,823.08,2,2,1
T14183,640,2023-02-01,2497.13,4,5,0
T14171,640,2023-02-06,1785.58,3,3,0
T14189,640,2023-02-06,421.44,5,3,1
T14162,640,2023-02-20,116.57,4,1,0
T14167,640,2023-02-21,446.5,3,5,1
T14187,640,2023-03-06,737.02,3,1,1
T14190,640,2023-03-08,1184.46,1,3,0
T14186,640,2023-03-09,681.68,2,1,1
T14191,640,2023-04-05,653.8,2,4,1
T14173,640,2023-04-18,1341.17,4,2,1
T14178,640,2023-04-19,1059.32,6,5,1
T14175,640,2023-04-22,3230.63,3,2,1
T14188,640,2023-04-29,4190.87,4,2,1
T14169,640,2023-04-30,224.22,4,2,1
T14166,640,2023-05-05,768.0,5,2,1
T14172,640,2023-05-05,50.0,6,4,0
T14179,640,2023-05-09,96.53,6,2,1
T14164,640,2023-05-10,86.55,5,2,0
T14163,640,2023-05-11,1496.28,3,3,0
T14170,640,2023-05-12,521.49,4,5,0
T14182,640,2023-05-14,454.33,3,3,1
T14180,640,2023-05-18,357.88,4,2,0
T14176,640,2023-06-02,2507.84,3,3,0
T14177,640,2023-06-05,461.71,3,3,0
T14181,640,2023-06-05,118.75,5,4,0
T14168,640,2023-06-08,2452.01,5,1,1
T14184,640,2023-06-29,511.72,5,3,0
T14192,641,2023-02-21,75.71,3,3,1
T14195,641,2023-03-24,124.77,1,1,0
T14196,641,2023-04-12,86.56,6,3,0
T14193,641,2023-04-21,806.44,4,2,0
T14194,641,2023-04-26,2014.18,6,4,1
T14197,641,2023-06-09,200.16,3,1,1
T14204,642,2023-01-02,2005.21,2,5,1
T14205,642,2023-01-12,2013.66,1,1,1
T14201,642,2023-01-13,757.84,5,2,0
T14200,642,2023-01-31,998.94,6,1,1
T14202,642,2023-02-05,2630.6,1,5,0
T14198,642,2023-02-28,1734.74,3,4,0
T14210,642,2023-03-06,50.0,5,4,1
T14203,642,2023-03-23,1746.5,1,2,0
T14199,642,2023-04-03,1544.81,6,1,1
T14208,642,2023-04-05,2400.12,3,2,0
T14212,642,2023-04-07,3825.53,5,3,1
T14206,642,2023-04-23,1235.07,3,4,0
T14211,642,2023-05-03,63.52,6,3,1
T14209,642,2023-05-04,3124.55,5,2,0
T14207,642,2023-06-07,735.02,5,1,1
T14217,643,2023-01-14,100.64,5,2,1
T14218,643,2023-01-23,204.25,2,1,0
T14221,643,2023-02-21,1450.77,3,5,0
T14216,643,2023-02-23,152.17,6,3,0
T14214,643,2023-03-04,2479.78,6,5,1
T14222,643,2023-03-16,5157.1,1,4,1
T14213,643,2023-04-08,389.48,2,2,0
T14215,643,2023-04-17,590.79,3,1,0
T14219,643,2023-04-19,345.05,1,4,1
T14223,643,2023-06-10,699.02,2,2,1
T14220,643,2023-06-19,804.53,6,3,0
T14224,643,2023-06-25,876.23,6,2,0
T14225,643,2023-06-30,885.31,4,1,0
T14232,644,2023-02-09,1464.52,2,5,0
T14229,644,2023-02-26,50.0,1,5,1
T14227,644,2023-04-09,875.13,6,1,1
T14233,644,2023-04-13,275.17,5,4,0
T14236,644,2023-04-19,4470.32,3,3,0
T14230,644,2023-04-29,123.33,6,5,0
T14235,644,2023-06-05,3167.46,3,2,1
T14226,644,2023-06-10,930.36,5,2,0
T14228,644,2023-06-20,50.0,2,5,0
T14231,644,2023-06-22,128.51,1,1,0
T14234,644,2023-06-22,2701.29,2,3,1
T14242,645,2023-01-15,2631.74,2,1,1
T14240,645,2023-02-11,231.51,3,1,0
T14241,645,2023-03-01,1969.17,5,3,0
T14239,645,2023-03-05,855.47,5,5,1
T14244,645,2023-03-08,681.65,3,1,0
T14238,645,2023-03-16,380.76,4,2,1
T14245,645,2023-06-03,1705.93,6,1,0
T14237,645,2023-06-05,3357.86,6,2,1
T14243,645,2023-06-12,2286.9,3,5,0
T14260,646,2023-01-02,102.63,4,3,0
T14262,646,2023-01-04,2114.57,2,2,0
T14268,646,2023-01-14,75.25,2,4,0
T14273,646,2023-01-15,226.25,6,1,1
T14257,646,2023-01-19,424.33,1,1,1
T14263,646,2023-01-27,769.62,6,4,1
T14265,646,2023-02-04,1569.81,3,3,0
T14272,646,2023-02-09,658.55,4,2,1
T14267,646,2023-02-15,3568.33,1,3,0
T14250,646,2023-02-26,6497.62,2,5,0
T14248,646,2023-03-02,1679.19,5,1,0
T14255,646,2023-03-02,2038.76,5,3,1
T14252,646,2023-03-17,2322.43,5,1,0
T14256,646,2023-03-26,2972.21,6,2,0
T14264,646,2023-03-26,2121.32,5,5,0
T14261,646,2023-04-04,677.95,1,5,1
T14249,646,2023-04-09,664.8,6,4,0
T14254,646,2023-04-11,2106.4,5,5,0
T14251,646,2023-04-24,122.78,4,3,0
T14271,646,2023-04-25,832.13,3,3,0
T14246,646,2023-05-03,123.21,2,5,1
T14269,646,2023-05-11,2742.63,1,1,0
T14259,646,2023-05-21,197.38,3,4,0
T14266,646,2023-05-27,282.0,1,1,0
T14270,646,2023-06-02,435.65,4,2,1
T14247,646,2023-06-07,50.0,2,5,1
T14258,646,2023-06-23,3590.07,3,3,1
T14253,646,2023-06-27,784.67,3,5,1
T14292,647,2023-01-02,50.0,3,1,1
T14303,647,2023-01-02,105.43,6,4,0
T14305,647,2023-01-09,775.05,6,3,0
T14301,647,2023-01-12,202.67,6,5,0
T14283,647,2023-01-17,1402.87,5,2,1
T14278,647,2023-01-31,805.7,2,4,1
T14299,647,2023-02-12,834.74,4,3,1
T14287,647,2023-02-20,86.71,4,5,0
T14280,647,2023-02-24,1009.89,3,3,1
T14295,647,2023-03-13,1818.19,3,1,0
T14285,647,2023-03-18,716.23,1,3,1
T14302,647,2023-03-18,1259.07,6,4,1
T14276,647,2023-03-31,273.62,1,4,1
T14288,647,2023-03-31,2358.06,4,3,1
T14286,647,2023-04-04,1402.86,2,4,1
T14293,647,2023-04-04,293.93,1,4,1
T14296,647,2023-04-06,1692.09,5,1,1
T14282,647,2023-04-12,1214.52,3,4,0
T14279,647,2023-04-17,1918.98,2,1,0
T14277,647,2023-04-20,248.51,4,5,0
T14290,647,2023-04-22,337.61,4,5,1
T14298,647,2023-05-09,50.0,4,1,1
T14304,647,2023-05-10,240.08,6,2,1
T14289,647,2023-05-20,1805.08,4,3,1
T14281,647,2023-05-24,2684.23,2,5,1
T14284,647,2023-06-03,1321.73,1,5,1
T14294,647,2023-06-03,80.83,6,5,1
T14300,647,2023-06-06,1464.27,4,5,1
T14297,647,2023-06-07,2016.06,2,3,1
T14274,647,2023-06-17,532.07,6,2,0
T14291,647,2023-06-19,1753.39,3,4,1
T14275,647,2023-06-29,257.22,1,2,0
T14330,648,2023-01-14,198.43,3,1,1
T14325,648,2023-01-17,5202.51,5,1,1
T14324,648,2023-02-03,1047.79,1,5,0
T14306,648,2023-02-06,1272.07,4,3,0
T14322,648,2023-02-06,50.0,2,5,1
T14329,648,2023-02-23,422.63,4,1,0
T14310,648,2023-02-27,327.27,5,1,0
T14327,648,2023-03-05,634.88,1,1,0
T14317,648,2023-03-12,162.33,3,5,0
T14328,648,2023-03-15,557.47,5,4,0
T14314,648,2023-03-17,691.57,5,4,1
T14319,648,2023-03-26,2523.91,5,3,0
T14309,648,2023-03-27,274.46,2,1,0
T14321,648,2023-03-31,192.68,6,5,1
T14335,648,2023-04-04,439.5,5,2,1
T14313,648,2023-04-07,1272.85,2,3,0
T14320,648,2023-04-21,99.84,5,3,0
T14318,648,2023-05-20,60.09,3,2,0
T14311,648,2023-05-29,308.28,6,3,1
T14315,648,2023-06-01,1795.19,4,1,1
T14307,648,2023-06-11,189.21,6,2,0
T14332,648,2023-06-12,170.27,1,5,1
T14308,648,2023-06-13,245.81,5,2,0
T14323,648,2023-06-16,1187.72,6,3,0
T14333,648,2023-06-16,145.4,3,1,0
T14326,648,2023-06-20,2615.72,3,5,1
T14316,648,2023-06-21,1524.43,1,2,1
T14331,648,2023-06-22,178.32,3,5,1
T14336,648,2023-06-22,3910.98,3,3,1
T14312,648,2023-06-29,603.33,4,2,1
T14334,648,2023-06-30,330.13,3,5,1
T14346,649,2023-01-01,55.14,4,5,1
T14338,649,2023-01-05,5267.66,6,5,1
T14337,649,2023-01-23,1036.65,1,3,0
T14339,649,2023-01-23,559.15,5,2,1
T14349,649,2023-01-29,247.45,2,3,0
T14350,649,2023-02-13,542.84,5,3,0
T14343,649,2023-03-21,185.41,1,3,0
T14340,649,2023-03-24,734.16,3,5,0
T14342,649,2023-03-25,242.37,3,1,1
T14351,649,2023-04-08,165.87,5,3,1
T14345,649,2023-04-28,5194.02,3,4,1
T14341,649,2023-04-30,470.9,5,4,0
T14344,649,2023-06-05,3482.24,1,5,0
T14347,649,2023-06-18,195.51,1,4,0
T14348,649,2023-06-21,660.99,4,5,1
T14353,650,2023-01-16,380.44,6,4,0
T14360,650,2023-01-20,2223.33,6,2,0
T14373,650,2023-01-25,1715.05,3,2,0
T14369,650,2023-01-29,3926.59,5,5,0
T14354,650,2023-02-04,520.46,4,5,0
T14359,650,2023-02-13,2509.13,6,2,1
T14364,650,2023-02-19,2330.41,5,3,1
T14379,650,2023-02-19,435.89,6,2,0
T14365,650,2023-02-21,94.39,2,4,1
T14363,650,2023-02-22,1293.15,6,3,1
T14371,650,2023-03-01,2494.2,2,4,1
T14377,650,2023-03-03,2228.59,2,5,1
T14367,650,2023-03-04,5440.12,6,5,1
T14374,650,2023-03-12,888.73,1,4,0
T14355,650,2023-04-06,118.87,4,5,1
T14358,650,2023-04-19,478.48,1,1,0
T14376,650,2023-05-06,2091.83,5,4,1
T14357,650,2023-05-15,4907.77,6,2,1
T14352,650,2023-05-18,731.7,2,4,1
T14366,650,2023-05-26,745.73,5,3,0
T14362,650,2023-05-30,1873.4,1,3,1
T14356,650,2023-06-03,670.61,1,4,0
T14378,650,2023-06-07,1341.39,6,1,0
T14361,650,2023-06-09,3645.33,3,3,1
T14370,650,2023-06-11,1814.96,6,1,0
T14372,650,2023-06-21,1471.17,2,2,0
T14375,650,2023-06-21,3096.19,4,1,0
T14368,650,2023-06-30,1761.53,5,4,0
T14387,651,2023-01-04,2021.69,6,2,1
T14383,651,2023-01-29,424.83,5,4,0
T14386,651,2023-02-06,2173.28,6,3,0
T14381,651,2023-03-20,3292.2,3,5,1
T14384,651,2023-04-17,193.8,3,5,1
T14385,651,2023-05-02,2122.99,1,1,1
T14380,651,2023-05-10,50.0,2,2,0
T14382,651,2023-06-18,1058.62,6,2,1
T14389,652,2023-01-12,546.88,6,1,0
T14398,652,2023-01-21,50.0,6,3,0
T14388,652,2023-02-04,1243.04,3,1,1
T14401,652,2023-02-14,50.0,1,1,1
T14395,652,2023-02-27,841.6,2,2,1
T14392,652,2023-03-07,2152.09,1,2,0
T14394,652,2023-03-27,1195.55,6,1,1
T14393,652,2023-03-29,109.79,6,4,0
T14402,652,2023-04-26,674.16,1,1,1
T14391,652,2023-05-07,50.0,6,3,0
T14397,652,2023-05-09,3136.04,2,2,0
T14396,652,2023-05-14,897.6,1,2,1
T14400,652,2023-05-22,64.15,3,3,1
T14399,652,2023-06-06,1781.44,6,4,1
T14390,652,2023-06-10,435.01,1,2,1
T14412,653,2023-01-07,1930.3,5,2,0
T14403,653,2023-01-12,78.18,5,2,0
T14409,653,2023-01-12,1968.57,6,1,0
T14408,653,2023-01-30,1138.17,6,2,1
T14404,653,2023-02-03,1867.9,3,1,1
T14410,653,2023-03-03,691.08,3,3,1
T14417,653,2023-03-15,1589.59,4,3,1
T14416,653,2023-03-17,1187.54,4,2,0
T14414,653,2023-04-02,305.5,3,5,1
T14407,653,2023-04-10,50.0,2,5,0
T14413,653,2023-05-15,1131.49,3,5,1
T14411,653,2023-05-19,970.49,6,5,1
T14415,653,2023-06-02,1139.36,4,2,1
T14406,653,2023-06-12,50.0,6,3,0
T14405,653,2023-06-18,904.91,4,4,1
T14430,654,2023-03-02,110.9,5,1,0
T14428,654,2023-03-06,50.0,2,1,1
T14422,654,2023-03-08,927.51,3,4,1
T14424,654,2023-03-16,125.71,6,3,0
T14426,654,2023-03-18,1760.38,4,3,0
T14425,654,2023-03-23,574.76,2,5,1
T14421,654,2023-03-25,3621.34,1,3,1
T14419,654,2023-04-16,4177.93,2,5,1
T14423,654,2023-05-05,1337.53,3,5,0
T14429,654,2023-05-23,949.16,3,2,0
T14427,654,2023-05-24,1472.73,5,2,0
T14420,654,2023-05-31,263.71,1,3,1
T14418,654,2023-06-23,1163.86,1,4,1
T14437,655,2023-01-01,1525.42,6,2,0
T14451,655,2023-01-26,2613.54,6,1,1
T14460,655,2023-01-26,1763.77,5,4,0
T14446,655,2023-02-10,613.29,1,1,1
T14444,655,2023-02-11,2134.42,2,5,1
T14454,655,2023-02-16,4260.87,5,1,1
